77515711, 3, 0, 0
77516460, 10, 0, 0
77517162, 0, 8, 1
77517895, 0, 2, 5
77518644, 0, 10, 4
77678545, 2, 0, 0
77678935, 6, 0, 0
77679325, 0, 2, 2
77679730, 0, 1, 2
77680120, 1, 0, 2
77716281, 1, 0, 0
77716983, 6, 0, 0
77717701, 0, 3, 5
77718387, 0, 1, 9
77719136, 2, 0, 7
78070809, 0, 0, 0
78071511, 10, 0, 0
78072213, 0, 6, 0
78072915, 0, 0, 6
78073648, 2, 0, 6
